,Time,Symbol,Open,High,Low,Close,Volume,Supertrend,Polaridad,DEMA800,Half-Order,Profit,Stoploss-Reached,Exit-Price,ATR,ADX,P&L
173,2022-08-14 21:30:00-05:00,XRPUSDT,0.3807,0.3828,0.3805,0.3824,3071849.0,0.3747287193105122,Buy,0.381587,False,False,True,0.3747287193105122,0.0023126413823706,26.490643738356827,-0.1036000000000002
175,2022-08-17 02:30:00-05:00,XRPUSDT,0.382,0.382,0.3767,0.3769,12513912.0,0.3905946221507863,Sell,0.3806933,False,True,False,0.37,0.0034613333154525,30.96626417741035,0.0966000000000002
177,2022-08-18 18:00:00-05:00,XRPUSDT,0.3774,0.3781,0.3684,0.37,19170566.0,0.3827053429229433,Sell,0.3802818,True,True,False,0.3434,0.0027056332371936,11.6253527545494,0.3808
182,2022-08-26 03:00:00-05:00,XRPUSDT,0.3491,0.3601,0.3489,0.3597,38569172.0,0.3446922617736875,Buy,0.3475281,False,False,True,0.3446922617736875,0.0025223873354134,13.950621549087284,-0.2534
183,2022-08-30 09:00:00-05:00,XRPUSDT,0.3287,0.3292,0.3259,0.3265,8587034.0,0.3333022695725431,Sell,0.3342581,True,False,False,0.3265,0.0018708175545388,20.03701321916897,0.042
185,2022-09-01 14:00:00-05:00,XRPUSDT,0.327,0.33,0.3269,0.329,5236615.0,0.3224505601183139,Buy,0.3286418,False,True,False,0.3318,0.0019132268185086,19.075559441838443,0.0391999999999995
186,2022-09-03 23:30:00-05:00,XRPUSDT,0.3305,0.3322,0.3301,0.3318,2713782.0,0.327543869744585,Buy,0.326275,False,False,True,0.327543869744585,0.0011625383978979,12.833818786268113,-0.0475999999999994
187,2022-09-05 10:00:00-05:00,XRPUSDT,0.3273,0.3286,0.3273,0.3276,7714889.0,0.3240960223636887,Buy,0.3252247,True,True,False,0.3321,0.0012830792782665,27.05973893537308,0.0518000000000001
189,2022-09-08 14:00:00-05:00,XRPUSDT,0.3362,0.3383,0.3355,0.3381,5829331.0,0.3294313649046107,Buy,0.3244398,True,True,False,0.3452,0.0024657002775321,12.847484785956986,0.1224999999999997
192,2022-09-14 21:00:00-05:00,XRPUSDT,0.3386,0.3387,0.3343,0.3344,6688503.0,0.3432514042457276,Sell,0.3411838,True,True,False,0.3299,0.0021476804514888,20.02091610579868,0.0902999999999993
